message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive (Ref #1217),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account (Ref #1218),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips (Ref #1219),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders (Ref #1220),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in (Ref #1221),safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support (Ref #1222),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications (Ref #1223),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity (Ref #1224),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders (Ref #1225),safe,0,No,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport.,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule.",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call.,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable.,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door.,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM.,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting?,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date.,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you.,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower).",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today.,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins.",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock.,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026.,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. (Ref #1241),safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #5105",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #9371,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #4260,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #2656,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #4050,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #8319,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #3613,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #8882,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #5551",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #1229,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #3099,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #5222",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #2266,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #3107,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #4448,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #1645",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #9955,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #7677,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #6217,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #8388,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #6506,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #5723,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #1179,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #7754",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #7598,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #8053,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #7340",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #5121,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #6262,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #5591,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #3670",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #5087,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #6467,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #5904,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #1719,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #8470,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #6795,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #3558,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #6205",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #7489,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #5738,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #5672",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #7666,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #1138,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #3459,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #2141",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #9634,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #2612,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #1774,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #5395,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #3088,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #1104,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #8626,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #9361",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #5599,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #5719,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #3818",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #1492,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #2270,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #7744,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #4066",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #4269,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #5412,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #6256,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #7935,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #4360,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #2875,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #6510,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #4026",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #7244,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #6084,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #1952",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #1550,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #8064,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #9996,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #3671",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #7142,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #7873,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #2542,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #8326,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #6555,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #9555,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #5399,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #7034",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #8450,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #7842,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #1125",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #7341,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #7129,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #4325,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #9585",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #5314,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #8817,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #1516,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #9576,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #2572,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #6171,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #9996,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #7581",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #6497,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #8657,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #4669",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #5965,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #3677,safe,0,Yes,No,No,No,No,No,Email,Company
URGENT: Flight AI-102 gate has been changed to Gate 18. Boarding starts in 15 minutes at Delhi Airport. Ref ID #5900,safe,0,Yes,No,No,No,No,No,SMS,Company
"Reminder: Doctor appointment with Dr. Mehta tomorrow at 11:30 AM. Reply 1 to Confirm, 2 to Reschedule. Ref ID #9335",safe,0,Yes,No,No,No,No,No,SMS,Company
Hey! Quick reminder that our team standup is pushed to 4 PM today due to the client call. Ref ID #8002,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Notice: Scheduled maintenance on HDFC NetBanking today from 11 PM to 2 AM IST. Services will be briefly unavailable. Ref ID #8678,safe,0,Yes,No,No,No,No,No,Email,Bank
Your Swiggy order delivery partner is arriving in 3 mins. Please stay near the door. Ref ID #3773,safe,0,Yes,No,No,No,No,No,SMS,Company
Urban Company service pro Vijay has been assigned for your AC repair today at 2:00 PM. Ref ID #5548,safe,0,Yes,No,No,No,No,No,SMS,Company
Bro can you send me the PDF file for yesterday's presentation before the 2 PM meeting? Ref ID #7462,safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Reminder: Your municipal water bill payment is due on August 10. Late fees apply after due date. Ref ID #5257,safe,0,Yes,Yes,No,No,No,No,Email,Government
Alert: USD 45.00 spent on card ending 8812 at Target. Reply NO if this transaction was not authorized by you. Ref ID #3769,safe,0,Yes,Yes,No,No,No,No,SMS,Bank
"Your train PNR 4810294182 chart has been prepared. Coach S4, Berth 32 (Side Lower). Ref ID #6721",safe,0,Yes,No,No,No,No,No,SMS,Company
Your car service at Toyota Service Center is complete. Vehicle is ready for pickup before 6 PM today. Ref ID #6269,safe,0,Yes,No,No,No,No,No,Email,Company
Your Uber driver Rahul is outside in a Silver Dzire (KA01MJ9012). Call driver: +919812098120 Ref ID #5464,safe,0,Yes,No,No,No,No,No,SMS,Company
"Hey mom, my flight just landed! Taking a cab home now, should reach in 45 mins. Ref ID #8081",safe,0,Yes,No,No,No,No,No,WhatsApp,Individual
Your SBI ATM card ending 4012 has been temporarily locked after 3 incorrect PIN attempts. Visit branch to unlock. Ref ID #1939,safe,0,Yes,No,No,No,No,No,SMS,Bank
Final Call: Conference registration closes tonight at 11:59 PM. Reserve your seat for TechSummit 2026. Ref ID #3935,safe,0,Yes,No,No,No,No,No,Email,Company
"Hey man, did you see the football match last night? What a goal in stoppage time!! ⚽🔥",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Thanks for inviting us over for dinner yesterday! Everything was delicious 😋,safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Hey, can u lend me $20 for petrol? I will Venmo u back as soon as I get home!",safe,0,Yes,Yes,No,No,No,No,WhatsApp,Individual
Happy Birthday Alex!! Hope you have a wonderful year ahead filled with happiness 🥳🎂,safe,0,No,No,No,No,No,No,SMS,Individual
"Dear Valued Customer, thank you for contacting Zendesk Support. Ticket #88410 has been resolved.",safe,0,No,No,No,No,No,No,Email,Company
"Dear SBI Customer, as per regulations, please update your periodic KYC by visiting your home branch.",safe,0,No,No,Yes,No,No,No,SMS,Bank
"Hi Sarah, thanks for attending the interview today! We will get back to you with feedback by Friday.",safe,0,No,No,No,No,No,No,Email,Company
"Don't forget to buy grocery items on ur way home from office. Need bread, milk, and eggs!",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your monthly broadband bill of Rs. 799 for account 9012849 is generated. Due date: 15-Aug-2026.,safe,0,No,Yes,No,No,No,No,SMS,Company
Confirmation: Your appointment at Passport Seva Kendra is confirmed for 12-Aug-2026 at 10:15 AM.,safe,0,No,No,No,No,No,No,Email,Government
"Hey bro, are we still going for hiking this Sunday morning? Let me know the plan.",safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Salary Credited: Your ICICI account XX4910 credited with Rs 65,000.00 via NEFT.",safe,0,No,No,No,No,No,No,SMS,Bank
Your Kindle ebook purchase confirmation. Order #402-981204-123. Total: $9.99.,safe,0,No,No,No,No,No,No,Email,Company
Good morning team! Please review the attached slide deck before our 11 AM client presentation.,safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your prescription from CVS Pharmacy #4821 is ready for pickup. Hours today: 8 AM - 9 PM.,safe,0,No,No,No,No,No,No,SMS,Company
"Hey man, did you see the football match last night? What a goal in stoppage time!! ⚽🔥 [15]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Thanks for inviting us over for dinner yesterday! Everything was delicious 😋 [16],safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Hey, can u lend me $20 for petrol? I will Venmo u back as soon as I get home! [17]",safe,0,Yes,Yes,No,No,No,No,WhatsApp,Individual
Happy Birthday Alex!! Hope you have a wonderful year ahead filled with happiness 🥳🎂 [18],safe,0,No,No,No,No,No,No,SMS,Individual
"Dear Valued Customer, thank you for contacting Zendesk Support. Ticket #88410 has been resolved. [19]",safe,0,No,No,No,No,No,No,Email,Company
"Dear SBI Customer, as per regulations, please update your periodic KYC by visiting your home branch. [20]",safe,0,No,No,Yes,No,No,No,SMS,Bank
"Hi Sarah, thanks for attending the interview today! We will get back to you with feedback by Friday. [21]",safe,0,No,No,No,No,No,No,Email,Company
"Don't forget to buy grocery items on ur way home from office. Need bread, milk, and eggs! [22]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your monthly broadband bill of Rs. 799 for account 9012849 is generated. Due date: 15-Aug-2026. [23],safe,0,No,Yes,No,No,No,No,SMS,Company
Confirmation: Your appointment at Passport Seva Kendra is confirmed for 12-Aug-2026 at 10:15 AM. [24],safe,0,No,No,No,No,No,No,Email,Government
"Hey bro, are we still going for hiking this Sunday morning? Let me know the plan. [25]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Salary Credited: Your ICICI account XX4910 credited with Rs 65,000.00 via NEFT. [26]",safe,0,No,No,No,No,No,No,SMS,Bank
Your Kindle ebook purchase confirmation. Order #402-981204-123. Total: $9.99. [27],safe,0,No,No,No,No,No,No,Email,Company
Good morning team! Please review the attached slide deck before our 11 AM client presentation. [28],safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your prescription from CVS Pharmacy #4821 is ready for pickup. Hours today: 8 AM - 9 PM. [29],safe,0,No,No,No,No,No,No,SMS,Company
"Hey man, did you see the football match last night? What a goal in stoppage time!! ⚽🔥 [30]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Thanks for inviting us over for dinner yesterday! Everything was delicious 😋 [31],safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Hey, can u lend me $20 for petrol? I will Venmo u back as soon as I get home! [32]",safe,0,Yes,Yes,No,No,No,No,WhatsApp,Individual
Happy Birthday Alex!! Hope you have a wonderful year ahead filled with happiness 🥳🎂 [33],safe,0,No,No,No,No,No,No,SMS,Individual
"Dear Valued Customer, thank you for contacting Zendesk Support. Ticket #88410 has been resolved. [34]",safe,0,No,No,No,No,No,No,Email,Company
"Dear SBI Customer, as per regulations, please update your periodic KYC by visiting your home branch. [35]",safe,0,No,No,Yes,No,No,No,SMS,Bank
"Hi Sarah, thanks for attending the interview today! We will get back to you with feedback by Friday. [36]",safe,0,No,No,No,No,No,No,Email,Company
"Don't forget to buy grocery items on ur way home from office. Need bread, milk, and eggs! [37]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your monthly broadband bill of Rs. 799 for account 9012849 is generated. Due date: 15-Aug-2026. [38],safe,0,No,Yes,No,No,No,No,SMS,Company
Confirmation: Your appointment at Passport Seva Kendra is confirmed for 12-Aug-2026 at 10:15 AM. [39],safe,0,No,No,No,No,No,No,Email,Government
"Hey bro, are we still going for hiking this Sunday morning? Let me know the plan. [40]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Salary Credited: Your ICICI account XX4910 credited with Rs 65,000.00 via NEFT. [41]",safe,0,No,No,No,No,No,No,SMS,Bank
Your Kindle ebook purchase confirmation. Order #402-981204-123. Total: $9.99. [42],safe,0,No,No,No,No,No,No,Email,Company
Good morning team! Please review the attached slide deck before our 11 AM client presentation. [43],safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your prescription from CVS Pharmacy #4821 is ready for pickup. Hours today: 8 AM - 9 PM. [44],safe,0,No,No,No,No,No,No,SMS,Company
"Hey man, did you see the football match last night? What a goal in stoppage time!! ⚽🔥 [45]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Thanks for inviting us over for dinner yesterday! Everything was delicious 😋 [46],safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Hey, can u lend me $20 for petrol? I will Venmo u back as soon as I get home! [47]",safe,0,Yes,Yes,No,No,No,No,WhatsApp,Individual
