message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
"Dear Shopper, Shein Customer Care has credited $50 wallet bonus for delayed order. Tap http://shein-bonus-wallet-claim.com to transfer bonus to card.",Fake Customer Care,1,No,No,No,Yes,No,Yes,SMS,Company
URGENT: Metamask Customer Support alert! Your Web3 wallet requires immediate seed phrase validation following security fork: http://metamask-sync-phrase.org,Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,Email,Unknown
"Hello sir, I am from Axis Bank Helpline. Your credit card reward points (₹4,200 value) expire tonight. Convert to cash at http://axis-rewards-cash-redeem.com",Fake Customer Care,1,Yes,No,No,Yes,No,Yes,SMS,Bank
"Dear customer, Binance Support detected login attempt from unknown IP address. Secure your assets now by verifying your 2FA code with our agent via live chat.",Fake Customer Care,1,Yes,No,Yes,No,Yes,No,WhatsApp,Company
"Hi, this is Target Customer Experience team. You've been chosen to receive a $100 gift card for participating in our service feedback survey: http://target-gift-feedback.com",Fake Customer Care,1,No,No,No,Yes,No,Yes,Email,Company
Hi! Earn $500 daily guaranteed by investing just $50 in our automated crypto trading bot. Join our VIP Telegram group today: http://crypto-auto-trader-vip.net 🚀,Investment Scam,1,No,Yes,No,Yes,No,Yes,WhatsApp,Unknown
Exclusive Opportunity: Institutional AI stock trading platform opening to retail investors. Minimum deposit $250. 200% return guaranteed within 7 days!,Investment Scam,1,No,Yes,No,No,No,Yes,Email,Company
"Hey bro, I turned $1000 into $15,000 in just 3 days using this arbitrage platform! Deposit now before registration closes tonight: http://arbitrage-profit-pool.com",Investment Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Individual
URGENT: Pre-IPO allocation for SpaceX shares available now! Only 50 slots left for private accredited investors. Reply YES to reserve your allocation.,Investment Scam,1,Yes,Yes,No,No,No,Yes,SMS,Company
Guaranteed 5% daily ROI on Gold & Forex trading! Regulated broker under European authority. Register account and submit your ID & proof of address at http://fx-gold-trader.org,Investment Scam,1,No,Yes,Yes,Yes,No,Yes,Email,Company
"Sir, I am financial advisor Maya from Apex Wealth Management. Double your savings in 30 days with risk-free institutional mutual fund scheme. Contact me on WhatsApp! 📈",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
"SPECIAL OFFER: Join our institutional insider stock tip channel. 99% accuracy on intraday calls! Deposit ₹10,000 for lifetime premium access.",Investment Scam,1,No,Yes,No,No,No,Yes,SMS,Company
Congratulations! Your wallet was selected for 2.5 ETH staking reward bonus. Link your private seed phrase at http://eth-staking-bonus-claim.io to activate 40% APY.,Investment Scam,1,No,Yes,Yes,Yes,No,Yes,Email,Unknown
"Hi dear, my uncle works at Goldman Sachs and gave me insider news on upcoming token listing. Buy $ABC token now on PancakeSwap before 100x pump tonight! 🔥",Investment Scam,1,Yes,Yes,No,No,No,Yes,WhatsApp,Individual
URGENT ALERT: Global Petroleum stock option pool closing in 2 hours! 300% guaranteed profit back on $500 minimum investment. Click http://petro-option-pool.com,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Company
"Dear Investor, upgrade your trading tier to Gold Level. Submit your netbanking credentials and identity details to unlock leverage ratio 1:1000.",Investment Scam,1,No,No,Yes,No,No,No,Email,Company
Want to make money while you sleep? Our passive income real estate crowdfunding model pays 15% monthly return fixed. Download app now: http://realestate-crowd-returns.net,Investment Scam,1,No,Yes,No,Yes,No,Yes,SMS,Company
"Hello! I am crypto trader Sophia. I manage portfolios for high net worth clients. Give me $300 and I will return $3,000 in 24 hours. No risk guaranteed! 🤑",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
FINAL NOTICE: Zero-risk arbitrage bot subscription expiring today! Re-invest $200 today to retain your 3.5% daily compound interest payout.,Investment Scam,1,Yes,Yes,No,No,No,Yes,Email,Company
"Earn passive income with AI Quantum Trading! Over 50,000 users earning $1,000/day. Start with just $100. Register here: http://quantum-ai-profit-app.com",Investment Scam,1,No,Yes,No,Yes,No,Yes,Email,Company
"Hi, this is Senior Portfolio Analyst David. We have private allocation in pre-launch solar tech project. Minimum investment $1,000. 10x ROI expected at ICO.",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
LIMITED TIME: Double your Bitcoin in 48 hours! Official BTC doubling event hosted by MicroStrategy. Send BTC to address listed at http://btc-doubler-event2026.org 💰,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Unknown
"Dear Client, your investment account requires mandatory KYC re-verification to release your $12,400 profit withdrawal. Provide your SSN/Identity number and OTP to proceed.",Investment Scam,1,Yes,No,Yes,No,Yes,No,Email,Company
"Hey friend! Join our VIP Forex Signal group. 100% win rate on binary options. Send ₹5,000 join fee to my GPay ID and start earning ₹50,000 per week!",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
Warning: Your crypto cloud mining contract will be terminated within 6 hours due to unpaid maintenance fee. Pay $50 in BTC to keep mining active: http://cloud-miner-renewal.com,Investment Scam,1,Yes,Yes,No,Yes,Yes,No,Email,Company
"Hi ma'am, invest ₹20,000 in our government approved herbal plantation scheme and get ₹5,000 monthly pension lifelong. Reply YES for brochures.",Investment Scam,1,No,Yes,No,No,No,Yes,SMS,Company
Urgent: Last chance to acquire Founder Tier equity tokens in Web3 Gaming project before mainnet launch tomorrow! Swap USDT at http://web3-presale-founder.io,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,Email,Unknown
Hello! Earn 10% daily ROI in decentralized liquidity pool. No withdrawal fees. Verify your wallet seed phrase at http://defi-liquidity-pool-yield.com to start earning.,Investment Scam,1,No,Yes,Yes,Yes,No,Yes,WhatsApp,Unknown
Invest $500 in micro-cap biotech stock $BTEC before news announcement at 4 PM! Wall Street hedge funds accumulating fast! Target $50 (currently $2). 🚀🚀,Investment Scam,1,Yes,Yes,No,No,No,Yes,SMS,Unknown
"Dear Valued Investor, process your $8,500 trading account profit payout by submitting your credit card CVV and billing address to our finance department.",Investment Scam,1,No,No,Yes,No,No,No,Email,Company
"Hi, turn your idle funds into 20% weekly returns with our automated Forex PAMM account. Managed by top 1% professional traders. Minimum deposit $500.",Investment Scam,1,No,Yes,No,No,No,Yes,Email,Company
"ATTENTION: High yield treasury bond scheme offering 18% annual return guaranteed by central reserve. Deposit minimum $1,000 today: http://treasury-yield-bonds.net",Investment Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Government
"Hey, I made $4,000 this week trading index futures using AI script! If u want full setup and trade calls, pay $150 setup fee to my crypto wallet.",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
"Urgent Notice: Unclaimed stock dividend payout of $1,850 detected for your email address. Verify your bank account number & routing details to claim: http://dividend-payout-claim.org",Investment Scam,1,Yes,Yes,Yes,Yes,No,Yes,Email,Company
"Invest ₹10,000 in our peer-to-peer lending platform and receive 2.5% daily cash returns credited straight to your UPI account! Start today!",Investment Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Exclusive Crypto Airdrop! Eligible users receive 5000 $LUNA tokens ($2,500 value). Claim your airdrop by connecting wallet at http://crypto-airdrop-claim-2026.com",Investment Scam,1,No,No,No,Yes,No,Yes,Email,Unknown
"Hi sir, guaranteed stock market profit tips! Buy bank nifty options today for 5x returns. Pay ₹3,000 advisory fees after profit! Reply START to get tips.",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
URGENT: Pre-market sale for revolutionary AI chipmaker stock ends in 1 hour! Get shares at 80% discount before Nasdaq listing: http://ai-premarket-shares.com,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Company
"Hello! I am account manager Elena. We are offering 100% deposit match bonus on our licensed trading platform. Deposit $1,000 and get $1,000 free trading credit! 💸",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Company
"Dear Client, your account has been credited with 1.2 BTC in demo profits. To convert demo account to real withdrawal balance, deposit $250 verification fee.",Investment Scam,1,No,Yes,No,No,No,Yes,Email,Company
"Get 50% profit share in 7 days! We trade gold futures on your behalf. Send your full name, identity card photo, and initial investment of $200.",Investment Scam,1,No,Yes,Yes,No,No,Yes,SMS,Individual
FLASH OFFER: Buy physical silver bullion at 30% below market spot price! Insured delivery guaranteed. Order now at http://silver-bullion-discount.net,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,Email,Company
"Hi bro, join our private copy trading pool! Our master account has 1200% profit in 2025. Deposit $100 and mirror trades automatically.",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
Urgent security check: Your investment portfolio is temporarily frozen due to suspicious login. Re-enter your trading password & OTP to restore access: http://trader-portal-sec.com,Investment Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Company
"Earn up to $10,000 monthly by investing in foreign currency exchange pools! No trading experience needed. Call our investment desk at 1-800-555-0166 now.",Investment Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Dear Investor, secure your spot in our guaranteed lithium mining fund paying 12% quarterly dividends. Minimum entry $2,000. Download prospectus now.",Investment Scam,1,No,Yes,No,No,No,Yes,Email,Company
Warning: Federal tax rules require immediate capital gains declaration for your crypto profits. Upload your private key or seed phrase to clear tax liability: http://crypto-tax-compliance.org,Investment Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
Hi! I am calling from Prime Global Capital. We offer fixed 30% annual yield on corporate real estate bonds. Reply YES to schedule call with investment manager.,Investment Scam,1,No,Yes,No,No,No,Yes,SMS,Company
Special Crypto Presale: $NEXUS token backing next-gen spatial AI. Stage 1 price $0.01 (launch price $0.50). Buy now at http://nexus-ai-presale.io before stage closes! 🚀,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,Email,Unknown
"Hello, earn ₹1,500 daily by reviewing investment property listings online! Part-time work from home. Send ₹500 registration charge on GPay to register.",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
Urgent Notice: Your Forex deposit of $500 was matched with a $500 promotional bonus. Complete 10 trades today or bonus will be forfeited! http://fx-bonus-claim.com,Investment Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Company
"Dear User, unlock institutional dark pool trading access with guaranteed zero slippage. Submit your bank account details and ID card to activate account.",Investment Scam,1,No,No,Yes,No,No,Yes,Email,Company
Hey! Join our Telegram premium channel for guaranteed 100x gem call tokens every week. Channel membership fee $100 lifetime. DM me to pay via crypto! 👍,Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
CRITICAL ALERT: Stock market crash predicted tomorrow! Move your 401k/IRA funds into our recession-proof Gold Vault Fund immediately: http://gold-vault-recession.com,Investment Scam,1,Yes,Yes,No,Yes,Yes,Yes,Email,Company
"Hi dear, invest in automated Amazon e-commerce storefronts! Earn $3,000 passive income per month hands-free. Minimum investment $1,500. Message me for details! 📦",Investment Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
Hi! We reviewed your profile on LinkedIn and selected you for a remote Data Entry position. Daily payout $200-$500 working 2 hours/day. Contact HR on WhatsApp: +1-800-555-0192 💼,Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Company
URGENT JOB OFFER: Amazon HR is hiring online product reviewers! Earn $80/hour from home. Only 5 slots remaining today. Apply now: http://amazon-flex-hiring-desk.net,Job Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
"Congratulations! You have been shortlisted for the Data Analyst role at Google India. To schedule your final interview, please submit your government ID proof details at http://google-careers-portal-verify.in",Job Scam,1,No,No,Yes,Yes,No,Yes,Email,Company
"Hey, part-time job opportunity! Just like YouTube videos and earn ₹2,000 to ₹5,000 daily. Payouts sent via UPI every evening. WhatsApp us to get started! 📱✨",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Unknown
"Dear Candidate, your background verification for the Senior Manager position is pending. Pay ₹1,499 registration fee immediately to process your offer letter before 5 PM today.",Job Scam,1,Yes,Yes,No,No,Yes,No,Email,Company
Hello! Work from home typist needed. Earn $30 per page. No experience required. Pay refundable equipment security deposit of $150 to receive laptop kit.,Job Scam,1,No,Yes,No,No,No,Yes,SMS,Individual
"Urgent hiring for Tata Motors assembly line! Salary ₹35,000/month + food and lodging. Submit your identity documents and bank account details to finalize contract: http://tata-careers-direct.org",Job Scam,1,Yes,No,Yes,Yes,No,Yes,SMS,Company
"Hi dear, I am Sarah from Deloitte Recruitment team. We saw your resume on Indeed. We offer flexible online assistant jobs paying $300 daily. Tap link to start training: http://deloitte-remote-jobs.com",Job Scam,1,No,No,No,Yes,No,Yes,Email,Company
"URGENT NOTICE: Your application for Air India Cabin Crew will be cancelled due to unpaid medical screening fee of ₹2,200. Pay within 2 hours or lose your seat.",Job Scam,1,Yes,Yes,No,No,Yes,No,Email,Company
"Earn up to $1,000/week rating hotel reviews on Google Maps! Simple task, immediate pay out. DM me on Telegram to join our work group today 🏨💸",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Individual
"Dear applicant, you are selected for UNICEF Work From Home project. To receive your laptop and stipend check of $2,000, reply with your full name, home address, and SSN/identity number.",Job Scam,1,No,No,Yes,No,No,Yes,Email,Government
Hiring alert! Marriott Hotels needs online reservation agents. Earn $45/hr. Training provided. Apply before registration closes at midnight: http://marriott-hiring-online.net,Job Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
"Hello bro, work 1 hour a day and make $500 weekly by copy pasting ads online. No investment needed! Message me on WhatsApp right now to grab position.",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Individual
"OFFER LETTER RELEASE: Infosys HR team has selected your profile for Software Engineer role. To activate your employee portal, pay ₹3,500 background check fee now.",Job Scam,1,Yes,Yes,No,No,No,Yes,Email,Company
We are hiring remote social media managers for TikTok campaigns! Payout $150/day via PayPal or crypto. Fill out your registration profile here: http://tiktok-creator-hire.io,Job Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Dear Jobseeker, your interview with Accenture is scheduled. Kindly verify your identity by providing your 16-digit debit card number and OTP for processing application fees.",Job Scam,1,No,Yes,Yes,No,No,No,Email,Company
Urgent recruitment for Canadian Work Visa program! High salary packages in construction & hospitality. Guaranteed visa in 15 days. Apply at http://canada-job-visa-portal.com,Job Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
"Hi, this is HR Manager Lisa from Shopee. We have part time vacancies for online product order processing. Earn 5% commission per order completed. Direct payout to bank! 🛍️",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Company
Warning: Your job application status for Railway Recruitment Board will expire in 1 hour. Confirm your enrollment and submit registration fees at http://rrb-govt-job-verify.in,Job Scam,1,Yes,Yes,No,Yes,Yes,No,SMS,Government
Hello! Earn $200 per audio file by transcribing short recordings from home. Equipment provided free after mandatory $50 portal enrollment fee.,Job Scam,1,No,Yes,No,No,No,Yes,Email,Company
"Hi sir, Reliance Jio hiring field executives in your area! Salary ₹28,000 + bike allowance. Send your resume and identity verification copy on WhatsApp to confirm interview slot.",Job Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Company
"Attention candidate, Microsoft HR office confirmed your selection. A $3,000 check for office equipment setup has been sent to your mail. Deposit check and transfer back $500 balance immediately.",Job Scam,1,Yes,Yes,No,No,No,Yes,Email,Company
"Earn extra income rating movies on Netflix! Earn ₹3,000 per day. No special skills needed. Click http://netflix-rater-jobs.com to complete registration form.",Job Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"HR Urgent Alert: You missed your scheduled interview call for IBM. To reschedule and keep your candidacy active, reply YES immediately.",Job Scam,1,Yes,No,No,No,Yes,No,SMS,Company
"Dear Applicant, congratulations! You have been selected for PepsiCo remote logistics coordinator. To complete hiring paperwork, submit your bank account and routing number.",Job Scam,1,No,No,Yes,No,No,Yes,Email,Company
Hey! Looking for easy work? Earn $100/day testing mobile games on your phone. Daily cashout via CashApp. Join our beta testing team today! 🎮💵,Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Individual
URGENT: Postal department hiring sorting staff. 50 openings left! High pay + pension benefits. Pay $25 application charge at http://postal-jobs-direct.org before deadline.,Job Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Government
"Hi there, I am an independent recruiter working with Samsung. We are hiring remote customer care agents. $35/hr. Send your email & mobile number to receive job kit.",Job Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Individual
Notice: Your appointment for High Court Data Entry operator role is flagged due to missing identity document submission. Complete KYC at http://court-jobs-kyc.in or lose position.,Job Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Earn money doing simple captcha typing! Earn ₹500 for every 100 captchas. Minimum payout ₹2,000 daily. Pay ₹300 activation fee to start work today.",Job Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Hello! We are hiring virtual assistants for Apple Inc. $40/hour, flexible schedule, laptop provided. Visit http://apple-careers-remote-desk.com to submit your resume.",Job Scam,1,No,No,No,Yes,No,Yes,Email,Company
"Hey, part time job opportunity for students! Earn ₹1,500 daily by liking Instagram posts. Work 30 mins a day. WhatsApp us 'JOB' to start right now 📈",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Unknown
"Urgent hiring for Dubai Crude Oil Company! Free food, flight ticket, and accommodation provided. Salary $4,500/month. Pay visa processing fee of $200 to secure job offer.",Job Scam,1,Yes,Yes,No,No,No,Yes,Email,Company
"Dear Jobseeker, Flipkart fulfillment center hiring workers in your city. Daily wage ₹1,200. Call HR Officer Rahul at 9876543210 to book your joining slot today.",Job Scam,1,No,No,No,No,No,Yes,SMS,Company
"Selected for Remote Proofreader job at Penguin Books! Daily income $180. To begin orientation, download company workspace app at http://penguin-workspace-login.com",Job Scam,1,No,No,No,Yes,No,Yes,Email,Company
Hi! Earn passive commission by evaluating online merchant listings for eBay. Daily pay guaranteed. Reply YES on WhatsApp for instant onboarding.,Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Company
URGENT: Government health department emergency hiring for clerks. High salary. Pay ₹500 stamp duty fee at http://health-dept-recruitment.in within 24 hours.,Job Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Government
"Hello, I am HR manager from Zara. We are offering part time online fashion assistant roles paying $250 daily. Contact our recruitment desk on Telegram now! 👗✨",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Company
Final Reminder: Your selection for DHL Logistics manager post will be voided if background processing charge of $75 is not cleared by 6:00 PM today.,Job Scam,1,Yes,Yes,No,No,Yes,No,Email,Company
Make $300 a day translating simple documents from home! No experience required. Receive payment directly to your bank account every Friday. Reply for details.,Job Scam,1,No,No,No,No,No,Yes,Email,Individual
"Hi sir, Paytm hiring telecallers for work from home. Earn ₹25,000/month. Send your photo, identity verification details, and bank account number to register.",Job Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Company
"Immediate joining for Indigo Airlines Ground Staff! Salary ₹38,000. Gate pass fee ₹1,800 mandatory before joining. Pay now at http://indigo-groundstaff-pass.net",Job Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Company
"Dear applicant, your interview for Shell Petroleum was successful. To process your salary account, reply with your 16-digit debit card number and CVV code.",Job Scam,1,No,Yes,Yes,No,No,Yes,Email,Company
Want to work as an Amazon mystery shopper? Get $200 per store evaluation plus free items! Register your reviewer profile today at http://amazon-shopper-eval.com,Job Scam,1,No,No,No,Yes,No,Yes,SMS,Company
Hey mate! We pay $20/hour for typing simple audio notes online. Flexible hours. Pay $10 account setup charge on GPay to receive first assignment bundle!,Job Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
CRITICAL: HR department of HSBC has flagged your job portal profile for incomplete document submission. Submit identity details now or face application rejection: http://hsbc-careers-portal.com,Job Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Bank
"Hello, earn money by packaging cosmetic products at home! ₹15,000 weekly salary. Materials delivered to your home free after ₹999 refundable registration fee.",Job Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Hi dear, Earn $500 weekly by copy pasting simple ad texts on Facebook. Work 1 hour daily. Contact our Telegram supervisor to start earning today 💸🔥",Job Scam,1,No,No,No,No,No,Yes,WhatsApp,Unknown
URGENT: Selection list for Civil Services online assistant released! Check your name and confirm acceptance within 3 hours at http://civil-services-assistant.gov.in.claim-desk.org,Job Scam,1,Yes,No,No,Yes,Yes,Yes,Email,Government
"Dear candidate, your application for Tesla Remote Support Specialist was accepted! To dispatch your company laptop and monitor, pay $100 shipping fee to our logistics desk.",Job Scam,1,Yes,Yes,No,No,No,Yes,Email,Company
"Pre-approved pre-approved! Get instant personal loan up to $50,000 with 0% interest for 12 months. Apply now at http://easy-loan-approval.com",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"URGENT: Your pre-sanctioned loan offer of Rs. 10,00,000 from HDFC Loan Desk will expire in 2 hours. Send your bank account number and OTP to confirm.",Loan Scam,1,Yes,No,Yes,No,No,Yes,SMS,Bank
"Dear customer, bad credit score? No problem! Get guaranteed instant loan up to $20,000 without documentation. Pay $150 processing fee upfront via Apple Gift Card.",Loan Scam,1,No,Yes,No,No,No,Yes,Email,Company
Hey friend! I can approve your business loan of $100k today itself. Just share your credit card CVV and bank login details for quick verification.,Loan Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Individual
"Govt Student Loan Relief scheme approved your $15,000 debt forgiveness. Click http://govt-student-relief-claim.org to process immediately.",Loan Scam,1,No,No,No,Yes,No,Yes,Email,Government
"Your loan application for Rs 5,00,000 is approved by Bajaj Finance. Deposit Rs 3,500 file charges to UPI ID bajaj-finance@paytm to release loan.",Loan Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Company
"ACT NOW! Instant cash loan of $5,000 ready for instant payout. No credit check required! Apply before midnight: http://fastcash-instant.net",Loan Scam,1,Yes,No,No,Yes,No,Yes,SMS,Unknown
"Congratulations! You qualify for low-rate home loan up to $250,000. Text YES with your Social Security Number to get instant approval.",Loan Scam,1,No,No,Yes,No,No,Yes,SMS,Bank
WARNING: Your pending loan disbursement will be CANCELLED if $200 insurance fee is not paid in 30 minutes! Transfer via Zelle now.,Loan Scam,1,Yes,Yes,No,No,Yes,No,Email,Company
"Need emergency funds? Get up to $10,000 deposited in 15 mins! Low monthly payments, 0 interest rate. Register: http://quick-fundz.site",Loan Scam,1,Yes,No,No,Yes,No,Yes,SMS,Unknown
"Sir/Madam, PM Mudra Yojana Loan approved Rs 20 Lakhs for your business. Send your bank passbook photo and online banking password to proceed.",Loan Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Government
"You have 1 pending loan offer of $35,000 from Chase Capital. Claim before offer expires tonight: http://chase-loan-desk.info",Loan Scam,1,Yes,No,No,Yes,No,Yes,SMS,Bank
"Hello, this is Loan Officer Mark. We noticed you applied for $15,000 loan. Send $99 advance tax charge to receive funds today.",Loan Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
"Instant Payday Loan Approved! $3,000 waiting in your account. Complete verification at http://payday-direct-express.com",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"FINAL NOTICE: Your approved $50,000 loan will be forfeited if you do not complete verification in 1 hour! Click http://loan-verify-now.top",Loan Scam,1,Yes,No,No,Yes,Yes,Yes,Email,Company
"SBI Personal Loan pre-approval notice: Get Rs 8,00,000 instant loan with zero collateral. Send mobile OTP to confirm identity.",Loan Scam,1,No,No,Yes,No,No,Yes,SMS,Bank
"Get low interest loan from $5,000 to $500,000 regardless of your credit score! Reply with your email for details.",Loan Scam,1,No,No,No,No,No,Yes,SMS,Unknown
Your Crypto Loan of 2 BTC is ready for release! Send $300 gas fee to wallet address 0x71C... to finalize transaction.,Loan Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Unknown
"Urgent! Debt Consolidation Program approved $45,000 to pay off your credit cards. Click http://clear-my-debt-now.org to start.",Loan Scam,1,Yes,No,No,Yes,No,Yes,Email,Company
"Congratulations! Dhani Finance approved loan Rs 10 Lakh. Please wire Rs 5,000 for NOC certificate fee to manager's personal account.",Loan Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Company
Special Auto Loan Offer: Get 100% financing for your new car at 1% APR. Fill application form at http://drive-auto-loans.xyz,Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Dear customer, your request for $8,000 fast loan is accepted. Please provide debit card number, expiry date and CVV for direct payout.",Loan Scam,1,No,No,Yes,No,No,Yes,Email,Unknown
"URGENT: Legal action will be taken if you don't clear processing fee of $250 for your approved $60,000 loan within 2 hours!",Loan Scam,1,Yes,Yes,No,No,Yes,No,SMS,Company
"Get $12,000 personal loan in 10 minutes! No income proof, no guarantor needed. Check eligibility at http://instant-cash-now.tech",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Hello, I am private lender Mr. Alex. I give personal loans up to $500,000 at 2% annual rate. Contact me on WhatsApp +1-555-0188 for quick transfer.",Loan Scam,1,No,No,No,No,No,Yes,WhatsApp,Individual
"ICICI Bank Loan Alert: You have pre-approved loan of Rs 15,00,000. Send bank login password to agent for instant credit.",Loan Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Bank
"Hurry! Limited period government loan scheme for small businesses up to $100,000. Claim your grant before deadline: http://biz-loan-scheme.org",Loan Scam,1,Yes,No,No,Yes,No,Yes,Email,Government
"Your loan request of $20,000 is almost complete. Send $120 registration charge via Cash App tag $LoanDesk2026 to release money.",Loan Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Need money urgently? We approve 99.9% of loan applications! Get up to $30,000 today. Click http://easy-money-payout.club",Loan Scam,1,Yes,No,No,Yes,No,Yes,SMS,Unknown
"Dear applicant, your loan amount $75,000 is ready. To disburse funds, reply with your full SSN, date of birth, and home address.",Loan Scam,1,No,No,Yes,No,No,Yes,Email,Company
"WARNING: Last reminder to clear $180 legal documentation fee for your $40,000 loan approval or your file will be sent to collection agency!",Loan Scam,1,Yes,Yes,No,No,Yes,No,Email,Unknown
Zero interest mortgage loan offer! Refinance your home for 0.5% interest rate. Lock in rate today at http://refinance-home-cheap.info,Loan Scam,1,Yes,No,No,Yes,No,Yes,Email,Company
"Your loan amount Rs. 3,00,000 is sanctioned under Mahila Samriddhi Yojana. Send OTP received on your mobile to claim instantly.",Loan Scam,1,No,No,Yes,No,No,Yes,SMS,Government
"Get $5,000 payday advance with no credit check! Instant transfer to your bank account. Apply here: http://fast-payday-cash.site",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Hi, I am offering low interest personal loans from $2,000 to $50,000 for bad credit holders. Pay $50 initial processing fee to start.",Loan Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
"Urgent: Wells Fargo pre-approved credit line extension up to $25,000. Verify online banking details at http://wellsfargo-credit-desk.com",Loan Scam,1,Yes,No,No,Yes,No,Yes,Email,Bank
"Congratulations! Your instant loan of Rs 2,00,000 is ready. Pay refundable security deposit of Rs 1,999 to bank account ending in 4432.",Loan Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Dear customer, your $35,000 loan check is written. Send us your credit card number, CVV and expiry date to release shipment today.",Loan Scam,1,Yes,No,Yes,No,No,Yes,Email,Company
"Need quick cash for holiday expenses? Get instant $10,000 loan with flexible repayments. Claim offer now: http://holiday-cash-loan.top",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Unknown
"FINAL CALL: Your pre-approved $70,000 loan offer will expire in 30 minutes! Transfer $150 tax fee via Steam gift card now.",Loan Scam,1,Yes,Yes,No,No,Yes,Yes,Email,Unknown
"Approved! Rs 50,000 instant loan added to your wallet. Share OTP sent on your phone number to withdraw cash to bank.",Loan Scam,1,No,No,Yes,No,No,Yes,SMS,Company
"Get low monthly rate personal loan up to $80,000 in 24 hours. No background check! Fill application: http://easy-loan-desk.xyz",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Hi, I am certified lender David. I am offering loans from $5k to $250k. To get money today send $200 processing fee via Venmo.",Loan Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
